Register_No,Batch,Sex,Age,Address,Mother Education,Father Education,Financial Status,SSLC marks,PUC marks,BE_marks,Number of failures,Bad habits,Study time,Activities,Sports,Health,Scholarships
4RA15CS046,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Poor,79,90,81,0,Yes,5,Yes,Yes,Good,Yes
4RA15CS047,15,male,22,Rural,PUC/Diploma,SSLC,Medium,52,39,45,0,Yes,4,Yes,No,Good,Yes
4RA15CS048,15,female,22,Rural,SSLC,PUC/Diploma,Medium,55,53,46,0,Yes,1,Yes,Yes,Good,No
4RA15CS049,15,female,22,Urban,PUC/Diploma,SSLC,Rich,45,55,48,0,Yes,4,No,No,Good,Yes
4RA15CS050,15,female,22,Rural,SSLC,PUC/Diploma,Medium,69,71,58,0,No,1,No,Yes,Poor,Yes
4RA15CS051,15,male,22,Rural,SSLC,SSLC,Medium,59,60,68,0,No,1,Yes,Yes,Poor,Yes
4RA15CS052,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,43,36,42,0,Yes,1,No,No,Good,Yes
4RA15CS053,15,male,22,Rural,SSLC,PUC/Diploma,Medium,50,57,46,0,Yes,1,Yes,Yes,Poor,No
4RA15CS054,15,female,22,Rural,PUC/Diploma,SSLC,Poor,53,49,42,0,Yes,4,Yes,No,Good,Yes
4RA15CS055,15,female,21,Urban,SSLC,PUC/Diploma,Medium,86,81,70,0,No,2,Yes,Yes,Poor,No
4RA15CS056,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Rich,84,69,63,0,No,4,No,No,Poor,Yes
4RA15CS057,15,male,22,Urban,PUC/Diploma,PUC/Diploma,Medium,54,49,52,0,Yes,4,Yes,Yes,Good,No
4RA15CS058,15,male,22,Urban,SSLC,PUC/Diploma,Medium,60,71,74,0,Yes,2,No,No,Good,No
4RA15CS059,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Medium,36,49,64,0,No,2,No,Yes,Poor,No
4RA15CS060,15,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,94,93,81,0,No,3,No,No,Poor,Yes
4RA15CS061,15,female,22,Rural,SSLC,PUC/Diploma,Rich,92,80,73,0,No,5,Yes,No,Good,Yes
4RA15CS062,15,female,22,Rural,PUC/Diploma,SSLC,Medium,61,73,76,0,Yes,1,Yes,Yes,Good,No
4RA15CS063,15,female,22,Urban,SSLC,SSLC,Medium,66,53,61,0,No,1,Yes,Yes,Good,No
4RA15CS064,15,male,22,Rural,SSLC,PUC/Diploma,Rich,72,84,84,0,No,2,Yes,No,Good,Yes
4RA15CS065,15,male,21,Rural,SSLC,Degree,Medium,90,81,75,0,Yes,1,No,Yes,Good,Yes
4RA15CS066,15,male,22,Urban,PUC/Diploma,PUC/Diploma,Rich,52,48,40,0,Yes,3,No,No,Good,No
4RA15CS067,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Medium,64,73,71,0,Yes,2,No,No,Good,Yes
4RA15CS068,15,male,22,Urban,PUC/Diploma,PUC/Diploma,Poor,90,84,70,0,No,5,No,No,Good,No
4RA15CS069,15,female,22,Urban,SSLC,Degree,Medium,96,85,78,0,Yes,3,Yes,No,Good,Yes
4RA15CS070,15,male,22,Urban,SSLC,Degree,Medium,43,57,64,0,No,1,Yes,No,Poor,Yes
4RA15CS071,15,female,24,Urban,SSLC,PUC/Diploma,Medium,34,30,39,2,Yes,4,Yes,No,Poor,No
4RA15CS072,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Poor,92,90,88,0,No,4,Yes,No,Good,Yes
4RA15CS073,15,male,22,Rural,SSLC,PUC/Diploma,Rich,53,41,47,0,Yes,2,Yes,No,Good,Yes
4RA15CS074,15,female,22,Urban,SSLC,SSLC,Poor,67,67,63,0,No,1,Yes,Yes,Good,Yes
4RA15CS075,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Medium,44,50,55,0,No,4,Yes,No,Poor,No
4RA15CV001,15,female,23,Rural,SSLC,PUC/Diploma,Medium,66,64,65,0,No,4,Yes,Yes,Good,Yes
4RA15CV002,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,42,54,40,0,No,3,No,Yes,Poor,Yes
4RA15CV003,15,male,22,Urban,SSLC,PUC/Diploma,Medium,91,86,80,0,No,5,No,No,Good,Yes
4RA15CV005,15,female,22,Urban,SSLC,SSLC,Medium,94,83,71,0,No,3,No,Yes,Good,No
4RA15CV007,15,male,22,Rural,SSLC,SSLC,Medium,76,77,73,0,No,4,No,Yes,Good,No
4RA15CV008,15,male,23,Rural,PUC/Diploma,SSLC,Medium,41,34,48,1,Yes,3,Yes,No,Poor,No
4RA15CV009,15,female,22,Urban,PUC/Diploma,SSLC,Rich,52,37,44,0,No,2,No,No,Good,No
4RA15CV010,15,male,22,Urban,SSLC,SSLC,Medium,80,80,67,0,Yes,4,Yes,Yes,Good,No
4RA15CV011,15,male,22,Rural,Degree,PUC/Diploma,Medium,73,85,69,0,Yes,2,No,Yes,Good,No
4RA15CV012,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Medium,56,46,37,0,No,4,No,Yes,Poor,No
4RA15CV013,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,74,69,79,0,No,2,No,Yes,Poor,No
4RA15CV015,15,female,22,Urban,SSLC,PUC/Diploma,Poor,93,80,79,0,Yes,1,Yes,No,Poor,Yes
4RA15CV016,15,male,22,Urban,SSLC,SSLC,Medium,69,66,65,0,No,1,Yes,Yes,Good,No
4RA15CV017,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Rich,79,70,79,0,No,2,Yes,No,Good,No
4RA15CV018,15,female,22,Urban,SSLC,PUC/Diploma,Rich,62,75,65,0,No,1,Yes,Yes,Good,No
4RA15CV019,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Medium,65,56,51,0,Yes,3,No,Yes,Good,No
4RA15CV020,15,female,22,Urban,SSLC,PUC/Diploma,Poor,64,70,60,0,Yes,1,Yes,No,Poor,No
4RA15CV021,15,female,22,Urban,Degree,SSLC,Medium,47,50,42,0,Yes,3,No,No,Good,No
4RA15CV022,15,female,22,Urban,SSLC,PUC/Diploma,Medium,50,65,51,0,No,3,Yes,No,Poor,No
4RA15CV024,15,female,22,Rural,SSLC,PUC/Diploma,Rich,48,63,71,0,No,1,No,Yes,Good,Yes
4RA15CV026,15,male,22,Urban,PUC/Diploma,PUC/Diploma,Rich,74,75,82,0,Yes,3,Yes,Yes,Good,No
4RA15CV027,15,male,22,Rural,SSLC,PUC/Diploma,Rich,54,51,41,0,No,2,Yes,No,Poor,Yes
4RA15CV028,15,male,21,Urban,Degree,Degree,Poor,86,72,70,0,Yes,1,No,Yes,Good,Yes
4RA15CV029,15,male,22,Rural,Degree,PUC/Diploma,Medium,64,67,74,0,Yes,1,No,Yes,Good,No
4RA15CV030,15,female,22,Urban,SSLC,SSLC,Poor,39,50,45,0,Yes,2,Yes,No,Good,No
4RA15CV031,15,female,22,Urban,PUC/Diploma,Degree,Medium,64,53,50,0,Yes,2,No,No,Poor,Yes
4RA15CV032,15,female,22,Rural,SSLC,Degree,Poor,55,51,36,0,No,5,No,No,Poor,Yes
4RA15CV033,15,female,22,Rural,SSLC,PUC/Diploma,Medium,74,72,83,0,No,2,No,Yes,Good,No
4RA15CV034,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Rich,80,86,83,0,No,3,No,No,Good,Yes
4RA15CV035,15,male,22,Rural,SSLC,Degree,Medium,67,71,77,0,Yes,4,No,Yes,Good,Yes
4RA15CV036,15,female,22,Urban,SSLC,PUC/Diploma,Medium,70,75,78,0,Yes,1,No,Yes,Good,Yes
4RA15CV037,15,female,22,Rural,SSLC,SSLC,Medium,55,70,71,0,No,4,Yes,Yes,Good,Yes
4RA15CV038,15,female,22,Urban,SSLC,SSLC,Medium,43,43,40,0,Yes,3,No,No,Good,Yes
4RA15CV039,15,female,22,Rural,SSLC,PUC/Diploma,Poor,54,58,48,0,No,5,No,Yes,Good,Yes
4RA15CV040,15,female,22,Rural,SSLC,PUC/Diploma,Poor,85,90,89,0,Yes,5,No,Yes,Good,No
4RA15CV041,15,male,22,Rural,SSLC,PUC/Diploma,Medium,94,87,77,0,Yes,5,Yes,Yes,Good,Yes
4RA15CV042,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Medium,48,54,39,0,No,1,Yes,No,Good,Yes
4RA15CV043,15,male,22,Rural,SSLC,PUC/Diploma,Medium,43,48,45,0,No,2,No,Yes,Poor,Yes
4RA15CV044,15,male,22,Rural,SSLC,PUC/Diploma,Poor,66,59,55,0,Yes,5,Yes,Yes,Good,No
4RA15CV045,15,male,22,Urban,SSLC,SSLC,Medium,44,40,46,0,Yes,1,No,No,Good,Yes
4RA15CV046,15,female,22,Rural,PUC/Diploma,SSLC,Medium,57,64,78,0,No,4,Yes,No,Good,No
4RA15CV047,15,female,22,Urban,SSLC,PUC/Diploma,Rich,88,85,83,0,Yes,2,Yes,No,Poor,No
4RA15CV048,15,male,21,Urban,SSLC,Degree,Medium,86,82,77,0,Yes,4,No,No,Poor,Yes
4RA15CV049,15,male,23,Urban,SSLC,SSLC,Poor,49,47,33,1,No,2,No,No,Good,Yes
4RA15CV050,15,male,22,Urban,PUC/Diploma,Degree,Medium,64,53,58,0,Yes,2,Yes,Yes,Good,No
4RA15CV051,15,male,23,Urban,PUC/Diploma,SSLC,Medium,36,26,44,1,Yes,3,No,Yes,Poor,Yes
4RA15CV052,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,71,78,65,0,Yes,5,Yes,Yes,Poor,Yes
4RA15CV053,15,male,25,Urban,SSLC,Degree,Rich,34,37,24,2,Yes,3,No,No,Good,Yes
4RA15CV054,15,male,23,Rural,Degree,PUC/Diploma,Poor,43,31,43,1,No,3,Yes,No,Poor,No
4RA15CV055,15,male,22,Urban,PUC/Diploma,SSLC,Medium,92,89,88,0,Yes,1,Yes,No,Good,Yes
4RA15CV056,15,male,22,Urban,PUC/Diploma,SSLC,Medium,53,46,37,0,No,1,Yes,Yes,Good,No
4RA15CV057,15,male,22,Urban,PUC/Diploma,PUC/Diploma,Medium,38,38,50,0,Yes,4,Yes,No,Good,No
4RA15CV058,15,male,22,Urban,PUC/Diploma,PUC/Diploma,Medium,81,81,81,0,Yes,3,Yes,No,Good,No
4RA15CV059,15,male,22,Urban,PUC/Diploma,PUC/Diploma,Medium,65,73,59,0,No,1,No,No,Poor,Yes
4RA15CV060,15,female,21,Rural,SSLC,PUC/Diploma,Medium,84,76,70,0,No,1,No,Yes,Poor,No
4RA15CV061,15,female,22,Rural,SSLC,PUC/Diploma,Medium,90,79,72,0,No,2,Yes,No,Good,Yes
4RA15CV062,15,female,23,Rural,SSLC,Degree,Rich,44,53,48,0,Yes,4,No,No,Good,Yes
4RA15CV063,15,female,22,Urban,SSLC,PUC/Diploma,Medium,88,83,80,0,No,5,No,No,Good,No
4RA15CV064,15,male,22,Urban,PUC/Diploma,PUC/Diploma,Poor,50,65,69,0,Yes,2,No,Yes,Good,No
4RA15CV065,15,female,22,Urban,PUC/Diploma,Degree,Medium,92,87,81,0,Yes,5,No,Yes,Good,Yes
4RA15CV066,15,female,22,Urban,SSLC,SSLC,Rich,70,75,78,0,No,5,No,No,Good,No
4RA15CV067,15,male,22,Rural,SSLC,SSLC,Medium,57,55,46,0,No,1,Yes,No,Good,No
4RA15CV068,15,male,23,Rural,PUC/Diploma,SSLC,Medium,34,36,32,2,Yes,3,Yes,No,Good,Yes
4RA15CV069,15,female,23,Rural,PUC/Diploma,SSLC,Medium,40,32,49,1,Yes,2,Yes,Yes,Good,No
4RA15CV070,15,female,21,Rural,Degree,PUC/Diploma,Rich,68,67,63,0,Yes,4,No,Yes,Good,No
4RA15CV071,15,female,22,Rural,SSLC,SSLC,Medium,78,78,68,0,Yes,1,No,No,Good,Yes
4RA15CV072,15,female,22,Rural,SSLC,SSLC,Rich,96,95,84,0,No,4,Yes,No,Poor,No
4RA15CV073,15,male,22,Urban,SSLC,Degree,Poor,67,76,77,0,Yes,1,Yes,No,Good,No
4RA15CV074,15,male,22,Urban,SSLC,PUC/Diploma,Medium,88,92,79,0,No,3,No,No,Poor,Yes
4RA15CV075,15,female,23,Urban,SSLC,PUC/Diploma,Medium,93,90,86,0,No,5,Yes,Yes,Good,Yes
4RA15EC001,15,male,22,Urban,PUC/Diploma,PUC/Diploma,Medium,57,70,61,0,Yes,4,Yes,No,Good,No
4RA15EC002,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Medium,35,48,43,0,No,2,No,Yes,Good,Yes
4RA15EC003,15,female,22,Rural,PUC/Diploma,Degree,Medium,70,79,67,0,No,5,Yes,Yes,Good,No
4RA15EC004,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,96,82,82,0,No,1,No,Yes,Good,No
4RA15EC005,15,female,22,Rural,Degree,PUC/Diploma,Poor,78,74,83,0,No,1,No,No,Good,No
4RA15EC006,15,female,21,Rural,PUC/Diploma,SSLC,Rich,40,35,43,0,Yes,2,No,No,Poor,No
4RA15EC007,15,female,22,Urban,SSLC,PUC/Diploma,Rich,74,85,72,0,No,3,No,Yes,Poor,Yes
4RA15EC008,15,female,22,Urban,SSLC,Degree,Rich,51,57,60,0,Yes,2,Yes,No,Good,No
4RA15EC009,15,female,22,Rural,SSLC,PUC/Diploma,Medium,72,87,82,0,No,1,No,Yes,Good,Yes
4RA15EC010,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Medium,92,78,64,0,No,2,Yes,Yes,Good,Yes
4RA15EC012,15,female,23,Rural,SSLC,SSLC,Medium,44,35,22,1,Yes,5,Yes,Yes,Good,No
4RA15EC013,15,male,23,Urban,SSLC,PUC/Diploma,Poor,42,47,34,1,Yes,2,Yes,Yes,Poor,Yes
4RA15EC014,15,male,22,Rural,PUC/Diploma,SSLC,Medium,90,87,72,0,No,2,Yes,No,Good,No
4RA15EC015,15,female,22,Rural,SSLC,PUC/Diploma,Medium,58,43,43,0,Yes,2,Yes,No,Good,No
4RA15EC016,15,female,22,Urban,PUC/Diploma,SSLC,Medium,35,45,59,0,Yes,4,No,No,Good,Yes
4RA15EC017,15,male,24,Rural,PUC/Diploma,SSLC,Rich,34,44,29,2,Yes,1,Yes,No,Poor,Yes
4RA15EC018,15,female,24,Rural,SSLC,PUC/Diploma,Medium,38,28,28,2,Yes,4,No,Yes,Good,Yes
4RA15EC019,15,male,22,Rural,SSLC,PUC/Diploma,Medium,90,86,80,0,Yes,1,No,No,Good,Yes
4RA15EC020,15,male,22,Rural,PUC/Diploma,Degree,Poor,80,83,76,0,No,5,No,No,Good,No
4RA15EC021,15,male,22,Rural,SSLC,Degree,Medium,74,80,83,0,Yes,1,No,No,Good,No
4RA15EC022,15,female,22,Urban,SSLC,PUC/Diploma,Medium,58,62,65,0,No,4,Yes,Yes,Good,No
4RA15EC023,15,male,23,Rural,SSLC,PUC/Diploma,Medium,57,47,32,1,No,3,No,No,Good,Yes
4RA15EC024,15,female,22,Urban,SSLC,PUC/Diploma,Medium,71,64,49,0,No,1,No,No,Good,No
4RA15EC025,15,male,22,Urban,SSLC,PUC/Diploma,Rich,65,78,72,0,No,5,Yes,No,Good,No
4RA15EC026,15,female,22,Urban,SSLC,Degree,Medium,63,73,76,0,No,3,Yes,Yes,Good,Yes
4RA15EC027,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,94,79,78,0,No,4,Yes,Yes,Good,No
4RA15EC028,15,male,23,Urban,SSLC,SSLC,Rich,43,32,51,1,No,4,Yes,No,Good,No
4RA15EC029,15,male,22,Rural,SSLC,SSLC,Rich,65,75,60,0,Yes,5,No,Yes,Poor,No
4RA15EC030,15,male,22,Urban,SSLC,Degree,Poor,38,51,50,0,Yes,3,No,Yes,Good,No
4RA15EC031,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Medium,79,70,64,0,Yes,1,No,Yes,Poor,Yes
4RA15EC032,15,female,22,Rural,SSLC,SSLC,Medium,54,55,61,0,No,2,No,Yes,Good,No
4RA15EC033,15,female,22,Urban,SSLC,SSLC,Poor,44,35,50,0,Yes,3,Yes,No,Good,Yes
4RA15EC034,15,male,24,Rural,PUC/Diploma,SSLC,Rich,48,33,25,2,Yes,1,Yes,Yes,Good,Yes
4RA15EC035,15,female,22,Rural,SSLC,PUC/Diploma,Medium,94,86,76,0,No,5,No,No,Poor,Yes
4RA15EC036,15,male,22,Urban,SSLC,PUC/Diploma,Medium,62,73,78,0,No,5,No,Yes,Good,Yes
4RA15EC037,15,male,22,Urban,SSLC,Degree,Medium,87,92,71,0,No,2,Yes,Yes,Good,Yes
4RA15EC038,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Rich,73,69,72,0,Yes,4,No,Yes,Good,Yes
4RA15EC040,15,male,22,Rural,Degree,SSLC,Medium,84,87,71,0,No,4,Yes,No,Poor,Yes
4RA15EC041,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Medium,86,78,66,0,No,4,No,Yes,Good,No
4RA15EC042,15,male,22,Urban,SSLC,PUC/Diploma,Poor,58,72,70,0,Yes,4,No,Yes,Poor,Yes
4RA15EC043,15,male,23,Rural,SSLC,Degree,Medium,44,42,28,1,Yes,2,Yes,No,Good,No
4RA15EC044,15,female,22,Urban,SSLC,Degree,Medium,53,40,41,0,No,1,Yes,No,Poor,No
4RA15EC045,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Medium,74,79,79,0,No,5,Yes,No,Good,Yes
4RA15EC047,15,female,22,Rural,SSLC,PUC/Diploma,Medium,44,56,46,0,No,2,No,Yes,Good,Yes
4RA15EC048,15,female,22,Urban,Degree,SSLC,Medium,38,53,53,0,Yes,4,Yes,No,Good,Yes
4RA15EC049,15,male,22,Urban,SSLC,SSLC,Rich,41,42,52,0,No,5,Yes,Yes,Good,Yes
4RA15EC050,15,female,22,Urban,Degree,PUC/Diploma,Rich,68,73,58,0,Yes,1,No,Yes,Good,Yes
4RA15EC051,15,female,22,Rural,PUC/Diploma,SSLC,Medium,79,92,79,0,No,2,Yes,Yes,Good,No
4RA15EC052,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Rich,75,72,75,0,Yes,4,No,Yes,Good,Yes
4RA15EC053,15,male,22,Urban,SSLC,PUC/Diploma,Medium,86,74,67,0,Yes,4,Yes,No,Good,Yes
4RA15EC054,15,male,23,Rural,SSLC,Degree,Rich,40,31,50,1,Yes,1,No,Yes,Good,Yes
4RA15EC055,15,male,22,Urban,PUC/Diploma,SSLC,Medium,92,91,88,0,Yes,1,No,Yes,Poor,No
4RA15EC056,15,female,22,Rural,PUC/Diploma,Degree,Medium,84,80,65,0,Yes,5,No,Yes,Good,No
4RA15EC057,15,male,23,Urban,SSLC,PUC/Diploma,Medium,50,44,33,1,No,1,No,Yes,Good,No
4RA15EC058,15,male,23,Rural,Degree,Degree,Medium,44,37,25,1,No,5,Yes,Yes,Good,Yes
4RA15EC059,15,male,23,Rural,PUC/Diploma,PUC/Diploma,Poor,33,55,50,1,No,1,Yes,Yes,Good,No
4RA15EC060,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Rich,71,75,79,0,No,4,No,No,Good,No
4RA15EC061,15,male,22,Rural,SSLC,Degree,Medium,73,77,73,0,No,5,Yes,Yes,Good,Yes
4RA15EC062,15,female,23,Urban,SSLC,Degree,Medium,44,33,41,1,Yes,5,No,Yes,Good,Yes
4RA15EC063,15,male,22,Urban,PUC/Diploma,SSLC,Rich,55,54,56,0,Yes,3,Yes,Yes,Good,No
4RA15EC064,15,female,22,Rural,PUC/Diploma,SSLC,Poor,70,62,53,0,Yes,3,Yes,No,Good,Yes
4RA15EC065,15,female,22,Rural,SSLC,SSLC,Medium,69,71,78,0,No,1,Yes,Yes,Good,Yes
4RA15EC066,15,male,22,Urban,PUC/Diploma,SSLC,Medium,42,38,47,0,Yes,4,Yes,No,Good,Yes
4RA15EC067,15,female,22,Urban,SSLC,SSLC,Poor,44,58,64,0,Yes,2,Yes,Yes,Poor,Yes
4RA15EC068,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Medium,50,51,59,0,No,5,No,No,Poor,No
4RA15EC069,15,male,22,Rural,PUC/Diploma,Degree,Medium,59,53,62,0,Yes,4,Yes,No,Good,Yes
4RA15EC072,15,female,22,Urban,SSLC,SSLC,Medium,61,51,46,0,No,5,Yes,Yes,Good,Yes
4RA15EC073,15,male,22,Rural,PUC/Diploma,Degree,Rich,71,56,69,0,No,5,No,Yes,Good,No
4RA15EC074,15,male,22,Urban,SSLC,SSLC,Medium,76,91,88,0,Yes,2,No,Yes,Good,No
4RA15EC075,15,male,22,Rural,Degree,PUC/Diploma,Medium,93,79,79,0,No,2,Yes,Yes,Good,No
4RA15EE001,15,female,22,Urban,SSLC,PUC/Diploma,Rich,40,48,44,0,Yes,2,Yes,Yes,Good,No
4RA15EE002,15,male,22,Rural,SSLC,PUC/Diploma,Rich,73,69,66,0,No,1,Yes,No,Poor,No
4RA15EE003,15,male,21,Rural,SSLC,SSLC,Medium,83,91,90,0,No,5,Yes,Yes,Poor,Yes
4RA15EE004,15,female,23,Urban,PUC/Diploma,Degree,Medium,33,51,47,1,Yes,1,Yes,No,Poor,No
4RA15EE005,15,male,23,Rural,PUC/Diploma,Degree,Poor,42,57,59,0,Yes,1,Yes,No,Poor,Yes
4RA15EE006,15,female,22,Rural,SSLC,PUC/Diploma,Medium,68,60,55,0,Yes,1,No,No,Poor,Yes
4RA15EE007,15,male,22,Urban,PUC/Diploma,Degree,Medium,55,61,70,0,No,5,No,No,Good,No
4RA15EE008,15,female,22,Urban,SSLC,PUC/Diploma,Medium,81,66,65,0,Yes,4,No,No,Poor,Yes
4RA15EE009,15,male,22,Rural,Degree,SSLC,Rich,69,79,71,0,Yes,4,No,No,Good,Yes
4RA15EE011,15,female,22,Rural,SSLC,PUC/Diploma,Medium,41,39,45,0,Yes,2,No,Yes,Good,Yes
4RA15EE013,15,female,23,Urban,SSLC,PUC/Diploma,Rich,45,32,38,1,No,4,Yes,Yes,Poor,No
4RA15EE015,15,female,22,Rural,SSLC,PUC/Diploma,Rich,67,58,72,0,No,4,Yes,Yes,Poor,Yes
4RA15EE016,15,female,22,Rural,SSLC,PUC/Diploma,Medium,88,74,64,0,Yes,4,No,Yes,Poor,Yes
4RA15EE017,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Medium,95,93,76,0,No,4,Yes,No,Good,No
4RA15EE018,15,female,22,Urban,SSLC,SSLC,Poor,54,58,73,0,Yes,3,No,No,Poor,No
4RA15EE020,15,male,22,Rural,SSLC,PUC/Diploma,Rich,59,63,62,0,No,5,Yes,Yes,Good,No
4RA15EE021,15,male,22,Urban,PUC/Diploma,Degree,Medium,56,50,45,0,Yes,3,No,Yes,Good,No
4RA15EE022,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Medium,89,79,64,0,Yes,4,Yes,No,Good,Yes
4RA15EE023,15,male,22,Rural,Degree,PUC/Diploma,Medium,35,48,63,0,No,1,Yes,No,Poor,No
4RA15EE024,15,male,22,Rural,SSLC,SSLC,Poor,48,47,35,0,Yes,5,No,No,Good,No
4RA15EE026,15,male,22,Urban,SSLC,PUC/Diploma,Medium,91,79,78,0,Yes,3,No,Yes,Poor,No
4RA15EE027,15,male,22,Rural,SSLC,Degree,Medium,96,92,85,0,No,4,Yes,Yes,Good,Yes
4RA15EE028,15,male,22,Urban,PUC/Diploma,Degree,Medium,57,51,48,0,No,5,No,No,Good,No
4RA15EE029,15,male,22,Rural,SSLC,PUC/Diploma,Medium,91,92,84,0,No,5,No,No,Good,No
4RA15EE030,15,male,24,Rural,PUC/Diploma,PUC/Diploma,Medium,37,22,54,1,Yes,1,Yes,No,Poor,Yes
4RA15EE031,15,male,22,Rural,SSLC,PUC/Diploma,Medium,77,74,83,0,Yes,4,No,Yes,Good,Yes
4RA15EE032,15,female,22,Rural,PUC/Diploma,SSLC,Medium,53,38,45,0,No,5,Yes,No,Good,Yes
4RA15EE033,15,female,21,Urban,SSLC,PUC/Diploma,Medium,96,81,72,0,No,1,Yes,Yes,Good,Yes
4RA15EE034,15,male,23,Urban,SSLC,SSLC,Medium,52,47,32,1,Yes,4,Yes,No,Good,Yes
4RA15EE035,15,male,22,Rural,SSLC,Degree,Poor,61,75,64,0,No,5,Yes,No,Good,Yes
4RA15EE036,15,male,22,Rural,SSLC,Degree,Medium,54,53,45,0,Yes,1,No,No,Good,Yes
4RA15EE037,15,male,22,Urban,SSLC,PUC/Diploma,Medium,58,61,49,0,Yes,2,Yes,No,Poor,Yes
4RA15EE038,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,86,80,78,0,No,3,Yes,No,Poor,No
4RA15EE039,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,71,64,78,0,No,3,No,Yes,Poor,No
4RA15EE040,15,male,22,Urban,SSLC,PUC/Diploma,Medium,80,68,74,0,Yes,5,Yes,No,Good,No
4RA15EE041,15,female,22,Urban,SSLC,SSLC,Poor,88,93,86,0,Yes,2,Yes,Yes,Good,Yes
4RA15EE042,15,male,22,Rural,SSLC,SSLC,Medium,41,55,62,0,No,5,Yes,Yes,Good,No
4RA15EE043,15,male,22,Rural,SSLC,PUC/Diploma,Poor,70,82,81,0,No,3,Yes,No,Good,Yes
4RA15EE044,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Rich,69,82,82,0,Yes,5,Yes,Yes,Good,Yes
4RA15EE045,15,male,22,Urban,SSLC,SSLC,Medium,45,59,47,0,Yes,2,No,Yes,Good,Yes
4RA15EE046,15,female,22,Urban,Degree,PUC/Diploma,Poor,57,46,45,0,Yes,3,No,No,Good,Yes
4RA15EE047,15,male,22,Urban,SSLC,SSLC,Rich,60,56,41,0,No,5,No,No,Good,Yes
4RA15EE048,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,61,47,53,0,No,1,Yes,No,Poor,No
4RA15EE049,15,female,22,Rural,Degree,PUC/Diploma,Rich,65,61,65,0,No,1,No,No,Poor,Yes
4RA15EE050,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,77,87,80,0,No,2,Yes,Yes,Good,Yes
4RA15EE051,15,female,22,Urban,SSLC,SSLC,Poor,46,39,48,0,Yes,4,Yes,Yes,Good,No
4RA15EE052,15,female,22,Rural,Degree,Degree,Medium,67,78,74,0,No,2,No,Yes,Good,No
4RA15EE053,15,female,22,Urban,SSLC,Degree,Medium,90,83,69,0,Yes,1,No,Yes,Poor,No
4RA15EE054,15,male,22,Urban,PUC/Diploma,Degree,Medium,67,75,80,0,Yes,3,Yes,Yes,Good,No
4RA15EE055,15,female,25,Rural,SSLC,PUC/Diploma,Rich,33,29,27,3,Yes,2,No,Yes,Poor,No
4RA15EE056,15,male,22,Urban,Degree,PUC/Diploma,Poor,95,81,80,0,No,1,No,No,Good,Yes
4RA15EE057,15,female,23,Urban,PUC/Diploma,Degree,Medium,35,27,55,1,No,5,Yes,No,Good,No
4RA15EE058,15,female,22,Rural,SSLC,PUC/Diploma,Rich,93,85,76,0,Yes,5,Yes,Yes,Good,Yes
4RA15EE059,15,male,22,Rural,SSLC,PUC/Diploma,Rich,57,42,37,0,No,5,Yes,Yes,Good,Yes
4RA15EE060,15,male,23,Urban,SSLC,PUC/Diploma,Medium,42,37,52,0,Yes,4,No,No,Good,No
4RA15EE061,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Poor,85,83,81,0,Yes,5,No,Yes,Good,No
4RA15EE062,15,male,22,Rural,PUC/Diploma,SSLC,Poor,63,77,62,0,No,1,No,No,Good,No
4RA15EE063,15,female,23,Urban,SSLC,PUC/Diploma,Poor,92,81,66,0,No,5,Yes,Yes,Good,Yes
